www.w3.org/2000/01/-schema# is AnnotationProperty.
CHEBI_100573 SubClassOf CHEBI_36820.
CHEBI_100591 is Class.
CHEBI_100591 SubClassOf CHEBI_50511.
CHEBI_100607 is Class.
CHEBI_100607 SubClassOf CHEBI_36820.
CHEBI_100628 is Class.
CHEBI_100628 SubClassOf CHEBI_50511.
CHEBI_100691 is Class.
CHEBI_100691 SubClassOf CHEBI_36820.
CHEBI_100694 is Class.
CHEBI_100694 SubClassOf CHEBI_36820.
CHEBI_100724 is Class.
CHEBI_100724 SubClassOf CHEBI_36820.
CHEBI_100731 is Class.
CHEBI_100731 SubClassOf CHEBI_36820.
CHEBI_100751 is Class.
CHEBI_100751 SubClassOf CHEBI_36820.
CHEBI_100755 is Class.
CHEBI_100755 SubClassOf CHEBI_50511.
CHEBI_100771 is Class.
CHEBI_100771 SubClassOf CHEBI_36820.
CHEBI_100798 is Class.
CHEBI_100798 SubClassOf CHEBI_50511.
CHEBI_100822 is Class.
CHEBI_100822 SubClassOf CHEBI_50511.
CHEBI_100824 is Class.
CHEBI_100824 SubClassOf CHEBI_50511.
CHEBI_100862 is Class.
CHEBI_100862 SubClassOf CHEBI_36820.
CHEBI_100890 is Class.
CHEBI_100890 SubClassOf CHEBI_36820.
CHEBI_100936 is Class.
CHEBI_100936 SubClassOf CHEBI_36820.
CHEBI_100958 is Class.
CHEBI_100958 SubClassOf CHEBI_36820.
CHEBI_100980 is Class.
CHEBI_100980 SubClassOf CHEBI_36820.
CHEBI_100994 is Class.
CHEBI_100994 SubClassOf CHEBI_36820.
CHEBI_101005 is Class.
CHEBI_101005 SubClassOf CHEBI_36820.
CHEBI_101059 is Class.
CHEBI_101059 SubClassOf CHEBI_50511.
CHEBI_101079 is Class.
CHEBI_101079 SubClassOf CHEBI_36820.
CHEBI_101118 is Class.
CHEBI_101118 SubClassOf CHEBI_36820.
CHEBI_101123 is Class.
CHEBI_101123 SubClassOf CHEBI_36820.
CHEBI_101130 is Class.
CHEBI_101130 SubClassOf CHEBI_36820.
CHEBI_101150 is Class.
CHEBI_101150 SubClassOf CHEBI_36820.
CHEBI_101169 is Class.
CHEBI_101169 SubClassOf CHEBI_36820.
CHEBI_101189 is Class.
CHEBI_101189 SubClassOf CHEBI_36820.
CHEBI_101216 is Class.
CHEBI_101216 SubClassOf CHEBI_36820.
CHEBI_101220 is Class.
CHEBI_101220 SubClassOf CHEBI_46770.
CHEBI_101253 is Class.
CHEBI_101253 SubClassOf CHEBI_36820.
CHEBI_101270 is Class.
CHEBI_101270 SubClassOf CHEBI_50511.
CHEBI_101290 is Class.
CHEBI_101290 SubClassOf CHEBI_50511.
CHEBI_101291 is Class.
CHEBI_101291 SubClassOf CHEBI_50511.
CHEBI_101299 is Class.
CHEBI_101299 SubClassOf CHEBI_50511.
CHEBI_101304 is Class.
CHEBI_101304 SubClassOf CHEBI_50511.
CHEBI_101312 is Class.
CHEBI_101312 SubClassOf CHEBI_36820.
CHEBI_101321 is Class.
CHEBI_101321 SubClassOf CHEBI_36820.
CHEBI_101330 is Class.
CHEBI_101330 SubClassOf CHEBI_36820.
CHEBI_101349 is Class.
CHEBI_101349 SubClassOf CHEBI_46867.
CHEBI_101359 is Class.
CHEBI_101359 SubClassOf CHEBI_36820.
CHEBI_101365 is Class.
CHEBI_101365 SubClassOf CHEBI_36820.
CHEBI_101381 is Class.
CHEBI_101381 SubClassOf CHEBI_32955.
CHEBI_101434 is Class.
CHEBI_101434 SubClassOf CHEBI_36820.
CHEBI_101458 is Class.
CHEBI_101458 SubClassOf CHEBI_50511.
CHEBI_101532 is Class.
CHEBI_101532 SubClassOf CHEBI_36820.
CHEBI_101585 is Class.
CHEBI_101585 SubClassOf CHEBI_36820.
CHEBI_101589 is Class.
CHEBI_101589 SubClassOf CHEBI_36820.
CHEBI_101611 is Class.
CHEBI_101611 SubClassOf CHEBI_36820.
CHEBI_101640 is Class.
CHEBI_101640 SubClassOf CHEBI_36820.
CHEBI_101716 is Class.
CHEBI_101716 SubClassOf CHEBI_36820.
CHEBI_101732 is Class.
CHEBI_101732 SubClassOf CHEBI_50511.
CHEBI_101769 is Class.
CHEBI_101769 SubClassOf CHEBI_36820.
CHEBI_101789 is Class.
CHEBI_101789 SubClassOf CHEBI_36820.
CHEBI_101820 is Class.
CHEBI_101820 SubClassOf CHEBI_46942.
CHEBI_101872 is Class.
CHEBI_101872 SubClassOf CHEBI_36820.
CHEBI_101874 is Class.
CHEBI_101874 SubClassOf CHEBI_50511.
CHEBI_10190 is Class.
CHEBI_101957 is Class.
CHEBI_101957 SubClassOf CHEBI_36820.
CHEBI_101966 is Class.
CHEBI_101966 SubClassOf CHEBI_50511.
CHEBI_101982 is Class.
CHEBI_101982 SubClassOf CHEBI_36820.
CHEBI_101999 is Class.
CHEBI_101999 SubClassOf CHEBI_36820.
CHEBI_1020 is Class.
CHEBI_102005 is Class.
CHEBI_102005 SubClassOf CHEBI_36820.
CHEBI_10201 is Class.
CHEBI_102020 is Class.
CHEBI_102020 SubClassOf CHEBI_36820.
CHEBI_102025 is Class.
CHEBI_102025 SubClassOf CHEBI_36820.
CHEBI_10203 is Class.
CHEBI_102076 is Class.
CHEBI_102076 SubClassOf CHEBI_36820.
CHEBI_102077 is Class.
CHEBI_102077 SubClassOf CHEBI_50511.
CHEBI_102111 is Class.
CHEBI_102111 SubClassOf CHEBI_36820.
CHEBI_102174 is Class.
CHEBI_102174 SubClassOf CHEBI_36820.
CHEBI_102237 is Class.
CHEBI_102237 SubClassOf CHEBI_50511.
CHEBI_102272 is Class.
CHEBI_102272 SubClassOf CHEBI_50511.
CHEBI_102306 is Class.
CHEBI_102306 SubClassOf CHEBI_50511.
CHEBI_102308 is Class.
CHEBI_102308 SubClassOf CHEBI_26421.
CHEBI_102311 is Class.
CHEBI_102311 SubClassOf CHEBI_36820.
CHEBI_102312 is Class.
CHEBI_102312 SubClassOf CHEBI_36820.
CHEBI_102400 is Class.
CHEBI_102400 SubClassOf CHEBI_36820.
CHEBI_102410 is Class.
CHEBI_102410 SubClassOf CHEBI_36820.
CHEBI_102463 is Class.
CHEBI_102463 SubClassOf CHEBI_46942.
CHEBI_102509 is Class.
CHEBI_102509 SubClassOf CHEBI_36820.
CHEBI_102535 is Class.
CHEBI_102535 SubClassOf CHEBI_50511.
CHEBI_102542 is Class.
CHEBI_102542 SubClassOf CHEBI_36820.
CHEBI_102563 is Class.
CHEBI_102563 SubClassOf CHEBI_36820.
CHEBI_102581 is Class.
CHEBI_102581 SubClassOf CHEBI_50511.
CHEBI_102583 is Class.
CHEBI_102583 SubClassOf CHEBI_36820.
CHEBI_102622 is Class.
CHEBI_102622 SubClassOf CHEBI_36820.
CHEBI_102631 is Class.
CHEBI_102631 SubClassOf CHEBI_36820.
CHEBI_102669 is Class.
CHEBI_102669 SubClassOf CHEBI_50511.
CHEBI_102748 is Class.
CHEBI_102748 SubClassOf CHEBI_50511.
CHEBI_102824 is Class.
CHEBI_102824 SubClassOf CHEBI_50511.
CHEBI_102848 is Class.
CHEBI_102848 SubClassOf CHEBI_36820.
CHEBI_102895 is Class.
CHEBI_102895 SubClassOf CHEBI_36820.
CHEBI_102897 is Class.
CHEBI_102897 SubClassOf CHEBI_50511.
CHEBI_10290 is Class.
CHEBI_102939 is Class.
CHEBI_102939 SubClassOf CHEBI_36820.
CHEBI_102946 is Class.
CHEBI_102946 SubClassOf CHEBI_50511.
CHEBI_103014 is Class.
CHEBI_103014 SubClassOf CHEBI_36820.
CHEBI_103020 is Class.
CHEBI_103020 SubClassOf CHEBI_46867.
CHEBI_103023 is Class.
CHEBI_103023 SubClassOf CHEBI_36820.
CHEBI_103034 is Class.
CHEBI_103034 SubClassOf CHEBI_36820.
CHEBI_103040 is Class.
CHEBI_103040 SubClassOf CHEBI_36820.
CHEBI_103086 is Class.
CHEBI_103086 SubClassOf CHEBI_46867.
CHEBI_103101 is Class.
CHEBI_103101 SubClassOf CHEBI_36820.
CHEBI_103183 is Class.
CHEBI_103183 SubClassOf CHEBI_50511.
CHEBI_103187 is Class.
CHEBI_103187 SubClassOf CHEBI_36820.
CHEBI_103192 is Class.
CHEBI_103192 SubClassOf CHEBI_36820.
CHEBI_103193 is Class.
CHEBI_103193 SubClassOf CHEBI_36820.
CHEBI_103196 is Class.
CHEBI_103196 SubClassOf CHEBI_36820.
CHEBI_10320 is Class.
CHEBI_10320 SubClassOf CHEBI_24302.
CHEBI_103217 is Class.
CHEBI_103217 SubClassOf CHEBI_36820.
CHEBI_103232 is Class.
CHEBI_103232 SubClassOf CHEBI_36820.
CHEBI_10335 is Class.
CHEBI_10335 SubClassOf CHEBI_50077.
CHEBI_103602 is Class.
CHEBI_103602 SubClassOf CHEBI_36820.
CHEBI_103630 is Class.
CHEBI_103630 SubClassOf CHEBI_50511.
CHEBI_10370 is Class.
CHEBI_10370 SubClassOf CHEBI_24111,.
CHEBI_10370 SubClassOf CHEBI_36233.
CHEBI_103718 is Class.
CHEBI_103718 SubClassOf CHEBI_36820.
CHEBI_103760 is Class.
CHEBI_103760 SubClassOf CHEBI_33860.
CHEBI_103857 is Class.
CHEBI_103857 SubClassOf CHEBI_24780.
CHEBI_103942 is Class.
CHEBI_103942 SubClassOf CHEBI_36820,.
CHEBI_103942 SubClassOf CHEBI_46685.
CHEBI_103969 is Class.
CHEBI_103969 SubClassOf CHEBI_26410,.
CHEBI_103969 SubClassOf CHEBI_36820.
CHEBI_104005 is Class.
CHEBI_104005 SubClassOf CHEBI_26410,.
CHEBI_104005 SubClassOf CHEBI_36820.
CHEBI_104009 is Class.
CHEBI_104009 SubClassOf CHEBI_26410,.
CHEBI_104009 SubClassOf CHEBI_36820.
CHEBI_104120 is Class.
CHEBI_104120 SubClassOf CHEBI_22950,.
CHEBI_104120 SubClassOf RO_0000087 some CHEBI_49201,.
CHEBI_104120 SubClassOf RO_0000087 some CHEBI_55324,.
CHEBI_104120 SubClassOf RO_0000087 only CHEBI_90863.
CHEBI_104129 is Class.
CHEBI_104129 SubClassOf CHEBI_50511.
CHEBI_104206 is Class.
CHEBI_104206 SubClassOf CHEBI_38207.
CHEBI_104220 is Class.
CHEBI_104220 SubClassOf CHEBI_48513.
CHEBI_1045 is Class.
CHEBI_104872 is Class.
CHEBI_104872 SubClassOf CHEBI_74223,.
CHEBI_104872 SubClassOf RO_0000087 some CHEBI_35469,.
CHEBI_104872 SubClassOf RO_0000087 some CHEBI_50218.
CHEBI_104883 is Class.
CHEBI_104883 SubClassOf CHEBI_26410,.
CHEBI_104883 SubClassOf CHEBI_36820.
CHEBI_104909 is Class.
CHEBI_104909 SubClassOf CHEBI_38932.
CHEBI_104922 is Class.
CHEBI_104922 SubClassOf CHEBI_50511.
CHEBI_104942 is Class.
CHEBI_104942 SubClassOf CHEBI_26410,.
CHEBI_104942 SubClassOf CHEBI_36820.
CHEBI_104970 is Class.
CHEBI_104970 SubClassOf CHEBI_36820,.
CHEBI_104970 SubClassOf CHEBI_37921.
CHEBI_104988 is Class.
CHEBI_104988 SubClassOf CHEBI_26410,.
CHEBI_104988 SubClassOf CHEBI_36820.
CHEBI_104994 is Class.
CHEBI_104994 SubClassOf CHEBI_26410,.
CHEBI_104994 SubClassOf CHEBI_36820.
CHEBI_105011 is Class.
CHEBI_105011 SubClassOf CHEBI_26410,.
CHEBI_105011 SubClassOf CHEBI_36820.
CHEBI_105042 is Class.
CHEBI_105042 SubClassOf CHEBI_26410,.
CHEBI_105042 SubClassOf CHEBI_36820.
CHEBI_105049 is Class.
CHEBI_105049 SubClassOf CHEBI_50511.
CHEBI_105088 is Class.
CHEBI_105088 SubClassOf CHEBI_26410,.
CHEBI_105088 SubClassOf CHEBI_36820.
CHEBI_105100 is Class.
CHEBI_105100 SubClassOf CHEBI_26410,.
CHEBI_105100 SubClassOf CHEBI_36820.
CHEBI_105109 is Class.
CHEBI_105109 SubClassOf CHEBI_131903,.
CHEBI_105109 SubClassOf CHEBI_36820.
CHEBI_105120 is Class.
CHEBI_105120 SubClassOf CHEBI_38932.
CHEBI_105121 is Class.
CHEBI_105121 SubClassOf CHEBI_131903,.
CHEBI_105121 SubClassOf CHEBI_36820.
CHEBI_105144 is Class.
CHEBI_105144 SubClassOf CHEBI_37947.
CHEBI_105173 is Class.
CHEBI_105173 SubClassOf CHEBI_26410,.
CHEBI_105173 SubClassOf CHEBI_36820.
CHEBI_105191 is Class.
CHEBI_105191 SubClassOf CHEBI_26410,.
CHEBI_105191 SubClassOf CHEBI_36820.
CHEBI_105209 is Class.
CHEBI_105209 SubClassOf CHEBI_26961,.
CHEBI_105209 SubClassOf CHEBI_36820.
CHEBI_105251 is Class.
CHEBI_105251 SubClassOf CHEBI_26410,.
CHEBI_105251 SubClassOf CHEBI_36820.
CHEBI_105274 is Class.
CHEBI_105274 SubClassOf CHEBI_36820,.
CHEBI_105274 SubClassOf CHEBI_46685.
CHEBI_105280 is Class.
CHEBI_105280 SubClassOf CHEBI_26410,.
CHEBI_105280 SubClassOf CHEBI_36820.
CHEBI_105289 is Class.
CHEBI_105289 SubClassOf CHEBI_26410,.
CHEBI_105289 SubClassOf CHEBI_36820.
CHEBI_105300 is Class.
CHEBI_105300 SubClassOf CHEBI_36820,.
CHEBI_105300 SubClassOf CHEBI_46685.
CHEBI_105303 is Class.
CHEBI_105303 SubClassOf CHEBI_26410,.
CHEBI_105303 SubClassOf CHEBI_36820.
CHEBI_105355 is Class.
CHEBI_105355 SubClassOf CHEBI_26410,.
CHEBI_105355 SubClassOf CHEBI_36820.
CHEBI_105365 is Class.
CHEBI_105365 SubClassOf CHEBI_48901.
CHEBI_105371 is Class.
CHEBI_105371 SubClassOf CHEBI_36820,.
CHEBI_105371 SubClassOf CHEBI_37921.
CHEBI_105372 is Class.
CHEBI_105372 SubClassOf CHEBI_23086.
CHEBI_105463 is Class.
CHEBI_105463 SubClassOf CHEBI_26410,.
CHEBI_105463 SubClassOf CHEBI_36820.
CHEBI_105469 is Class.
CHEBI_105469 SubClassOf CHEBI_36820,.
CHEBI_105469 SubClassOf CHEBI_37921.
CHEBI_105510 is Class.
CHEBI_105510 SubClassOf CHEBI_36820,.
CHEBI_105510 SubClassOf CHEBI_37921.
CHEBI_105520 is Class.
CHEBI_105520 SubClassOf CHEBI_26410,.
CHEBI_105520 SubClassOf CHEBI_36820.
CHEBI_105534 is Class.
CHEBI_105534 SubClassOf CHEBI_26410,.
CHEBI_105534 SubClassOf CHEBI_36820.
CHEBI_105570 is Class.
CHEBI_105570 SubClassOf CHEBI_26410,.
CHEBI_105570 SubClassOf CHEBI_36820.
CHEBI_105635 is Class.
CHEBI_105635 SubClassOf CHEBI_26410,.
CHEBI_105635 SubClassOf CHEBI_36820.
CHEBI_105644 is Class.
CHEBI_105644 SubClassOf CHEBI_26410,.
CHEBI_105644 SubClassOf CHEBI_36820.
CHEBI_105674 is Class.
CHEBI_105674 SubClassOf CHEBI_26410,.
CHEBI_105674 SubClassOf CHEBI_36820.
CHEBI_105682 is Class.
CHEBI_105682 SubClassOf CHEBI_39410.
CHEBI_105683 is Class.
CHEBI_105683 SubClassOf CHEBI_36820,.
CHEBI_105683 SubClassOf CHEBI_46685.
CHEBI_105691 is Class.
CHEBI_105691 SubClassOf CHEBI_26410,.
CHEBI_105691 SubClassOf CHEBI_36820.
CHEBI_105695 is Class.
CHEBI_105695 SubClassOf CHEBI_26410,.
CHEBI_105695 SubClassOf CHEBI_36820.
CHEBI_105697 is Class.
CHEBI_105697 SubClassOf CHEBI_26410,.
CHEBI_105697 SubClassOf CHEBI_36820.
CHEBI_105704 is Class.
CHEBI_105704 SubClassOf CHEBI_26410,.
CHEBI_105704 SubClassOf CHEBI_36820.
CHEBI_105788 is Class.
CHEBI_105788 SubClassOf CHEBI_26410,.
CHEBI_105788 SubClassOf CHEBI_36820.
CHEBI_105799 is Class.
CHEBI_105799 SubClassOf CHEBI_72520.
CHEBI_105813 is Class.
CHEBI_105813 SubClassOf CHEBI_26410,.
CHEBI_105813 SubClassOf CHEBI_36820.
CHEBI_105820 is Class.
CHEBI_105820 SubClassOf CHEBI_83565.
CHEBI_105837 is Class.
CHEBI_105837 SubClassOf CHEBI_36820,.
CHEBI_105837 SubClassOf CHEBI_37921.
CHEBI_105846 is Class.
CHEBI_105846 SubClassOf CHEBI_38207.
CHEBI_105855 is Class.
CHEBI_105855 SubClassOf CHEBI_26410,.
CHEBI_105855 SubClassOf CHEBI_36820.
CHEBI_105925 is Class.
CHEBI_105925 SubClassOf CHEBI_27171,.
CHEBI_105925 SubClassOf CHEBI_38101,.
CHEBI_105925 SubClassOf CHEBI_38106.
CHEBI_105927 is Class.
CHEBI_105927 SubClassOf CHEBI_26410,.
CHEBI_105927 SubClassOf CHEBI_36820.
CHEBI_105929 is Class.
CHEBI_105929 SubClassOf CHEBI_36820,.
CHEBI_105929 SubClassOf CHEBI_37921.
CHEBI_105936 is Class.
CHEBI_105936 SubClassOf CHEBI_26410,.
CHEBI_105936 SubClassOf CHEBI_36820.
CHEBI_105940 is Class.
CHEBI_105940 SubClassOf CHEBI_36820,.
CHEBI_105940 SubClassOf CHEBI_46685.
CHEBI_105942 is Class.
CHEBI_105942 SubClassOf CHEBI_38530.
CHEBI_105946 is Class.
CHEBI_105946 SubClassOf CHEBI_37847.
CHEBI_105962 is Class.
CHEBI_105962 SubClassOf CHEBI_26410,.
CHEBI_105962 SubClassOf CHEBI_36820.
CHEBI_105976 is Class.
CHEBI_105976 SubClassOf CHEBI_36820,.
CHEBI_105976 SubClassOf CHEBI_37921.
CHEBI_105990 is Class.
CHEBI_105990 SubClassOf CHEBI_36820,.
CHEBI_105990 SubClassOf CHEBI_46685.
CHEBI_105995 is Class.
CHEBI_105995 SubClassOf CHEBI_26410,.
CHEBI_105995 SubClassOf CHEBI_36820.
CHEBI_106029 is Class.
CHEBI_106029 SubClassOf CHEBI_26410,.
CHEBI_106029 SubClassOf CHEBI_36820.
CHEBI_106034 is Class.
CHEBI_106034 SubClassOf CHEBI_36820,.
CHEBI_106034 SubClassOf CHEBI_37921.
CHEBI_106045 is Class.
CHEBI_106045 SubClassOf CHEBI_26410,.
CHEBI_106045 SubClassOf CHEBI_36820.
CHEBI_106061 is Class.
CHEBI_106061 SubClassOf CHEBI_38207.
CHEBI_106063 is Class.
CHEBI_106063 SubClassOf CHEBI_26410,.
CHEBI_106063 SubClassOf CHEBI_36820.
CHEBI_106065 is Class.
CHEBI_106065 SubClassOf CHEBI_36820,.
CHEBI_106065 SubClassOf CHEBI_37921.
CHEBI_106076 is Class.
CHEBI_106076 SubClassOf CHEBI_26410,.
CHEBI_106076 SubClassOf CHEBI_36820.
CHEBI_10658 is Class.
CHEBI_10682 is Class.
CHEBI_107047 is Class.
CHEBI_107047 SubClassOf CHEBI_26410,.
CHEBI_107047 SubClassOf CHEBI_36820.
CHEBI_107063 is Class.
CHEBI_107063 SubClassOf CHEBI_37947.
CHEBI_107082 is Class.
CHEBI_107082 SubClassOf CHEBI_36820,.
CHEBI_107082 SubClassOf CHEBI_37921.
CHEBI_107093 is Class.
CHEBI_107093 SubClassOf CHEBI_26410,.
CHEBI_107093 SubClassOf CHEBI_36820.
CHEBI_107097 is Class.
CHEBI_107097 SubClassOf CHEBI_26410,.
CHEBI_107097 SubClassOf CHEBI_36820.
CHEBI_107110 is Class.
CHEBI_107110 SubClassOf CHEBI_26410,.
CHEBI_107110 SubClassOf CHEBI_36820.
CHEBI_107114 is Class.
CHEBI_107114 SubClassOf CHEBI_26410,.
CHEBI_107114 SubClassOf CHEBI_36820.
CHEBI_107159 is Class.
CHEBI_107159 SubClassOf CHEBI_26410,.
CHEBI_107159 SubClassOf CHEBI_36820.
CHEBI_107171 is Class.
CHEBI_107171 SubClassOf CHEBI_26410,.
CHEBI_107171 SubClassOf CHEBI_36820.
CHEBI_107187 is Class.
CHEBI_107187 SubClassOf CHEBI_36820,.
CHEBI_107187 SubClassOf CHEBI_37921.
CHEBI_107197 is Class.
CHEBI_107197 SubClassOf CHEBI_26410,.
CHEBI_107197 SubClassOf CHEBI_36820.
CHEBI_107229 is Class.
CHEBI_107229 SubClassOf CHEBI_38207.
CHEBI_10723 is Class.
CHEBI_107237 is Class.
CHEBI_107237 SubClassOf CHEBI_26410,.
CHEBI_107237 SubClassOf CHEBI_36820.
CHEBI_107293 is Class.
CHEBI_107293 SubClassOf CHEBI_22715.
CHEBI_107306 is Class.
CHEBI_107306 SubClassOf CHEBI_26410,.
CHEBI_107306 SubClassOf CHEBI_36820.
CHEBI_107320 is Class.
CHEBI_107320 SubClassOf CHEBI_24922.
CHEBI_107353 is Class.
CHEBI_107353 SubClassOf CHEBI_36820,.
CHEBI_107353 SubClassOf CHEBI_37921.
CHEBI_10740 is Class.
CHEBI_107472 is Class.
CHEBI_107472 SubClassOf CHEBI_26410,.
CHEBI_107472 SubClassOf CHEBI_36820.
CHEBI_107520 is Class.
CHEBI_107520 SubClassOf CHEBI_35683.
CHEBI_107530 is Class.
CHEBI_107530 SubClassOf CHEBI_131906.
CHEBI_107573 is Class.
CHEBI_107573 SubClassOf CHEBI_22726.
CHEBI_107611 is Class.
CHEBI_107611 SubClassOf CHEBI_26961,.
CHEBI_107611 SubClassOf CHEBI_36820.
CHEBI_107665 is Class.
CHEBI_107665 SubClassOf CHEBI_131906.
CHEBI_107682 is Class.
CHEBI_107682 SubClassOf CHEBI_26410,.
CHEBI_107682 SubClassOf CHEBI_36820.
CHEBI_107687 is Class.
CHEBI_107687 SubClassOf CHEBI_26410,.
CHEBI_107687 SubClassOf CHEBI_36820.
CHEBI_107710 is Class.
CHEBI_107710 SubClassOf CHEBI_26410,.
CHEBI_107710 SubClassOf CHEBI_36820.
CHEBI_107744 is Class.
CHEBI_107744 SubClassOf CHEBI_50511.
CHEBI_107753 is Class.
CHEBI_107753 SubClassOf CHEBI_131903,.
CHEBI_107753 SubClassOf CHEBI_36820.
CHEBI_107774 is Class.
CHEBI_107774 SubClassOf CHEBI_26410,.
CHEBI_107774 SubClassOf CHEBI_36820.
CHEBI_107791 is Class.
CHEBI_107791 SubClassOf CHEBI_26410,.
CHEBI_107791 SubClassOf CHEBI_36820.
CHEBI_107802 is Class.
CHEBI_107802 SubClassOf CHEBI_26410,.
CHEBI_107802 SubClassOf CHEBI_36820.
CHEBI_107825 is Class.
CHEBI_107825 SubClassOf CHEBI_26410,.
CHEBI_107825 SubClassOf CHEBI_36820.
CHEBI_107871 is Class.
CHEBI_107871 SubClassOf CHEBI_26410,.
CHEBI_107871 SubClassOf CHEBI_36820.
CHEBI_107899 is Class.
CHEBI_107899 SubClassOf CHEBI_26410,.
CHEBI_107899 SubClassOf CHEBI_36820.
CHEBI_107930 is Class.
CHEBI_107930 SubClassOf CHEBI_26410,.
CHEBI_107930 SubClassOf CHEBI_36820.
CHEBI_107972 is Class.
CHEBI_107972 SubClassOf CHEBI_36820,.
CHEBI_107972 SubClassOf CHEBI_46685.
CHEBI_107981 is Class.
CHEBI_107981 SubClassOf CHEBI_26410,.
CHEBI_107981 SubClassOf CHEBI_36820.
CHEBI_107990 is Class.
CHEBI_107990 SubClassOf CHEBI_26410,.
CHEBI_107990 SubClassOf CHEBI_36820.
CHEBI_107994 is Class.
CHEBI_107994 SubClassOf CHEBI_38774.
CHEBI_108004 is Class.
CHEBI_108004 SubClassOf CHEBI_26410,.
CHEBI_108004 SubClassOf CHEBI_36820.
CHEBI_108013 is Class.
CHEBI_108013 SubClassOf CHEBI_50511.
CHEBI_108028 is Class.
CHEBI_108028 SubClassOf CHEBI_26410,.
CHEBI_108028 SubClassOf CHEBI_36820.
CHEBI_108030 is Class.
CHEBI_108030 SubClassOf CHEBI_78840,.
has_functional_parent some CHEBI_27386 is chebi#.
CHEBI_108052 is Class.
CHEBI_108052 SubClassOf CHEBI_26410,.
CHEBI_108052 SubClassOf CHEBI_36820.
CHEBI_108091 is Class.
CHEBI_108091 SubClassOf CHEBI_26410,.
CHEBI_108091 SubClassOf CHEBI_36820.
CHEBI_108125 is Class.
CHEBI_108125 SubClassOf CHEBI_26410,.
CHEBI_108125 SubClassOf CHEBI_36820.
CHEBI_108135 is Class.
CHEBI_108135 SubClassOf CHEBI_36820,.
CHEBI_108135 SubClassOf CHEBI_46685.
CHEBI_108136 is Class.
CHEBI_108136 SubClassOf CHEBI_36820,.
CHEBI_108136 SubClassOf CHEBI_37921.
CHEBI_108139 is Class.
CHEBI_108139 SubClassOf CHEBI_26410,.
CHEBI_108139 SubClassOf CHEBI_36820.
CHEBI_108149 is Class.
CHEBI_108149 SubClassOf CHEBI_26410,.
